Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-060889,2019-12,12/05/2019 08:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,701,N 7TH ST,35,PARK ME, ,701,7TH,908561.8,1018988
19-060764,2019-12,12/05/2019 08:00,Y, , ,1, ,250000,1,LOITERING-BEGGING,900,LOUGHBOROUGH AVE,1,CARONDOLET NEIGHBORHOOD,HIGHWAY 55 NORTHBOUND EXIT RAMP, , ,888861.4,991772.8
19-060804,2019-12,12/05/2019 08:00,Y, , ,1, ,176100,5,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,5100,HIGHLAND AVE,52, , ,5100,HIGHLAND,0,0
19-060876,2019-12,12/05/2019 08:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,701,N 7TH ST,35, , ,701,7TH,908561.8,1018988
19-060968,2019-12,12/05/2019 08:45,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,501,N BROADWAY,35, , ,501,BROADWAY,909060.6,1018285
19-060958,2019-12,12/05/2019 09:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1520,MARKET ST,36, , ,1520,MARKET,904957.9,1017645
19-060787,2019-12,12/05/2019 09:10,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4066,LINDELL BLVD,38, ,APT 503,4066,LINDELL,892852.9,1021780
19-060787,2019-12,12/05/2019 09:10,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4066,LINDELL BLVD,38, ,APT 503,4066,LINDELL,892852.9,1021780
19-060836,2019-12,12/05/2019 09:15,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,310,N 15TH ST,36,CONFLUENCE ACADEMY, ,310,N15TH,905455.4,1018670
19-062533,2019-12,12/05/2019 09:30,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4357,HOLLY HILLS BLVD,5, , ,4357,HOLLY HILLS,884384.2,996706.1
19-060884,2019-12,12/05/2019 09:30,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,N 7TH ST / WASHINGTON AVE,35, , , , ,908628.7,1018533
19-060783,2019-12,12/05/2019 09:31,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5008,S GRAND BLVD,16,KAISER MART,GAS STATION, , ,891517.6,997405.6
19-060785,2019-12,12/05/2019 09:43,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING,7450,HAMPTON AVE,6,PRINCETON HEIGHTS NEIGHBORHOOD,BI-STATE BUS TERMINAL, , ,879164.2,994830.9
19-060862,2019-12,12/05/2019 09:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 7TH ST / WASHINGTON AVE,35, , , , ,908628.7,1018533
19-060806,2019-12,12/05/2019 09:50,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4890,ANDERSON AVE,69, , , , ,893382.3,1037145
19-061423,2019-12,12/05/2019 10:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6122,SOUTHWEST AVE,11, , ,6122,SOUTHWEST,879645.4,1011479
19-061146,2019-12,12/05/2019 10:10,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1337,HUGHES PL,41, , ,1337,HUGHES,882182.1,1016408
19-060808,2019-12,12/05/2019 10:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4159,TAFT AVE,5, , ,4159,TAFT,887703.1,1002419
19-060813,2019-12,12/05/2019 10:50,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5816,VIVIAN AVE,73, , ,5816,VIVIAN,892224.6,1047663
19-060797,2019-12,12/05/2019 11:04,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,402,S BOYLE AVE,38, ,@METROLINK - CORTEX,402,BOYLE,890808.5,1019933
19-060798,2019-12,12/05/2019 11:05,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5300,THEODOSIA AVE,50, , ,5300,THEODOSIA,886749.6,1031749
19-060809,2019-12,12/05/2019 11:10,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,731,HODIAMONT AVE,48, ,@METROLINK - DELMAR,731,HODIAMONT,878834.8,1027680
19-060817,2019-12,12/05/2019 11:31,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3518,S GRAND BLVD,25,PHILLIPS 66, , , ,893530.5,1004900
20-000262,2019-12,12/05/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8459,CONCORD PL,74, , ,8459,CONCORD,896941.4,1049954
19-061664,2019-12,12/05/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,5306,ORIOLE AVE,72, , ,5306,ORIOLE,890533.5,1044426
19-062773,2019-12,12/05/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,4549,RED BUD AVE,68, , ,4549,RED BUD,899143.6,1035492
19-060827,2019-12,12/05/2019 12:10,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8564,PARK LN,73, , ,8564,PARK,892434.6,1049428
19-061644,2019-12,12/05/2019 12:24,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,3847,ALEXANDER ST,16, , ,3847,ALEXANDER,890343.3,1003011
19-060824,2019-12,12/05/2019 12:30,Y, , ,1, ,182999,5,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5855,PAGE BLVD,78, , , , ,881724.7,1032201
19-060826,2019-12,12/05/2019 12:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,600,WASHINGTON AVE,35, , ,600,WASHINGTON,908952.8,1018432
19-062664,2019-12,12/05/2019 13:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4726,S GRAND BLVD,16, , ,4726,GRAND,891795.6,997830.1
19-060829,2019-12,12/05/2019 13:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3211,S GRAND BLVD,15, , ,3211,GRAND,893775.7,1007148
19-060841,2019-12,12/05/2019 13:05,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4130,NATURAL BRIDGE AVE,56,AUTO ZONE, , , ,897889.8,1031319
19-062243,2019-12,12/05/2019 13:10,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6615,SOUTHWEST AVE,11, ,SINGLE FAMILY DWELLING,6615,SOUTHWEST,877251.5,1012109
19-061001,2019-12,12/05/2019 13:11,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2706,CAROLINE ST,31, , ,2706,CAROLINE,899400.9,1014482
19-060834,2019-12,12/05/2019 13:25,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3443,WATSON RD,9,HUCK S,HUCK S PARKING LOT,3443,WATSON,877324.9,1007415
19-060848,2019-12,12/05/2019 13:40,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4930,CHRISTY BLVD,5,BIG LOTS,BIG LOTS,4930,CHRISTY,884082.3,1001677
19-060837,2019-12,12/05/2019 13:54,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1410,WRIGHT ST,63, , ,1410,WRIGHT,906317.1,1026366
19-060840,2019-12,12/05/2019 13:59,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,2415,N KINGSHIGHWAY BLVD,52, , ,2415,KINGSHIGHWAY,889128.1,1032112
19-061479,2019-12,12/05/2019 14:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",4357,LABADIE AVE,56, , ,4357,LABADIE,894722.2,1031120
19-060881,2019-12,12/05/2019 14:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1325,S GRAND BLVD,29, ,@SLU HOSPITAL,1325,GRAND,894902.8,1015747
19-060846,2019-12,12/05/2019 14:15,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,1210,LOCUST ST,36,CHRIST CHURCH CATHEDRAL, , , ,906389.8,1018559
19-060849,2019-12,12/05/2019 14:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5660,KINGSBURY AVE,47, ,SILVER NISSAN ALTIMA GC7X7Z 2BM 1BF,5660,KINGSBURY,882042.7,1025999
19-061665,2019-12,12/05/2019 14:30,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7111,MICHIGAN AVE,1, , ,7111,MICHIGAN,889611.6,990228.6
19-060850,2019-12,12/05/2019 14:45,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5524,RIVERVIEW BLVD,72, , , , ,891320.4,1045598
19-060870,2019-12,12/05/2019 15:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3672,WILMINGTON AVE,3, , ,3672,WILMINGTON,889128.4,995343.4
19-063662,2019-12,12/05/2019 15:00,Y, , ,1, , 43026,3,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,4113,VIRGINIA AVE,16, , ,4113,VIRGINIA,894244.3,1000822
19-060878,2019-12,12/05/2019 15:07,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4170,SCHILLER PL,5, , ,4170,SCHILLER,886893.8,999058.6
19-061027,2019-12,12/05/2019 15:15,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,201,N 17TH ST,36,SEVEN ELEVEN, ,201,17TH,904517.3,1018616
19-060856,2019-12,12/05/2019 15:17,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,2231,PAPIN ST,36,BLUELINE RENTALS, ,2231,PAPIN,901399.8,1015780
19-061194,2019-12,12/05/2019 15:30,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",4750,MAFFITT AVE,55, , ,4750,MAFFITT,891389.4,1031888
19-060864,2019-12,12/05/2019 15:40,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3858,MISSOURI AVE,18, ,STREET,3858,MISSOURI,898888.3,1001657
19-060865,2019-12,12/05/2019 16:19,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5214,BEACON AVE,72, , ,5214,BEACON,891824.3,1042266
19-060867,2019-12,12/05/2019 16:20,Y, , ,1, , 41023,3,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,0,KEOKUK ST / MINNESOTA AVE,16, , ,2745,MERAMEC,895622.1,1002222
19-060882,2019-12,12/05/2019 16:30,Y, , ,1, ,182130,0,DRUGS-POSSESSION/HEROIN,6231,PAGE AVE,0, , ,6231,PAGE,879610.6,1033356
19-060868,2019-12,12/05/2019 16:34,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2216,MIAMI ST,18, , , , ,898925.7,1003509
19-060873,2019-12,12/05/2019 16:37,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2200,MIAMI ST,18, , ,2200,MIAMI,899055.6,1003488
19-060866,2019-12,12/05/2019 16:38,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,115,IRON ST,1, , ,115,IRON,892461.3,991885.5
19-060877,2019-12,12/05/2019 16:57,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3700,LINDELL BLVD,37, ,@SLU - FUSZ HALL,3700,LINDELL,895357.4,1020880
19-060943,2019-12,12/05/2019 17:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1235,CLARA AVE,48, , ,1235,CLARA,882937.4,1030914
19-061443,2019-12,12/05/2019 17:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1107,MISSISSIPPI AVE,32, , ,1107,MISSISSIPPI,902124.4,1014736
19-060869,2019-12,12/05/2019 17:00,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,5010,ENRIGHT AVE,51,FAMILY DOLLAR, ,5010,ENRIGHT,887696.4,1026535
19-060980,2019-12,12/05/2019 17:00,Y, , ,1, ,185000,5,DRUGS-OBTAIN BY FRAUD/FORGERY,956,HAMILTON AVE,48,HAMILTON APARTMENTS, ,956,HAMILTON,880401.1,1029594
19-061022,2019-12,12/05/2019 17:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5201,ALASKA AVE,1, , ,5201,ALASKA,891957.4,996471.3
19-060931,2019-12,12/05/2019 17:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",601,CLARK AVE,35,BALL PARK VILLAGE,BALLPARK VILLAGE,601,CLARK,908223.8,1016086
19-060902,2019-12,12/05/2019 17:45,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,110,N 17TH ST,36, , ,110,17TH,904545.1,1018315
19-060883,2019-12,12/05/2019 17:45,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4557,LACLEDE AVE,38,IN THE ALLEY, ,13,EUCLID,888509.6,1022102
19-060922,2019-12,12/05/2019 18:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,601,CLARK AVE,35,BALLPARK VILLAGE, ,601,CLARK,908223.8,1016086
19-061493,2019-12,12/05/2019 18:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,3329,AUBERT AVE,55, , ,3329,AUBERT,890905.8,1034365
19-060989,2019-12,12/05/2019 18:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4081,BOWEN ST,5, , ,4081,BOWEN,886480.3,996654.1
19-060911,2019-12,12/05/2019 18:00,Y, , ,1, , 44015,6,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,5446,GERALDINE AVE,71, , ,5446,GERALDINE,894506.9,1041381
19-060896,2019-12,12/05/2019 18:01,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1926,WARREN ST,60, , ,1926,WARREN,905136.8,1025229
19-060928,2019-12,12/05/2019 18:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",601,CLARK AVE,35, , ,601,CLARK,908223.8,1016086
19-060886,2019-12,12/05/2019 18:20,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1410,CHESTNUT ST,36, , , , ,905667,1017981
19-060921,2019-12,12/05/2019 18:50,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2724,CHEROKEE ST,19,EARTHBOUND BREWING, , , ,897785.9,1005248
19-061648,2019-12,12/05/2019 18:54,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,310,N GRAND BLVD,77, , ,310,GRAND,896676.7,1021059
19-060895,2019-12,12/05/2019 19:00,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,CULINARIA, , , ,907779.2,1018012
19-060897,2019-12,12/05/2019 19:15,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,0,LOCUST ST / T E HUNTLEY AVE,37, , , , ,900233.9,1020311
19-060900,2019-12,12/05/2019 19:20,Y, , ,1, , 31422,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,3651,OLIVE ST,77, , ,3651,OLIVE,896238.8,1021630
19-060894,2019-12,12/05/2019 19:26,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4617,VIRGINIA AVE,16, , ,4617,VIRGINIA,893498,997623
19-060899,2019-12,12/05/2019 19:27,Y, , ,1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3840,WASHINGTON AVE,77,MONTESSORRI TRAINING CENTER AND LAB, ,3840,WASHINGTON,895408.2,1022421
19-060967,2019-12,12/05/2019 20:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4014,BURGEN AVE,3, , ,4014,BURGEN,887558.2,997280.2
19-060916,2019-12,12/05/2019 20:26,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,BATES ST / I 55 NORTHBOUND,1, , , , ,893376.4,994056.1
19-060917,2019-12,12/05/2019 20:30,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,5447,ROSA AVE,6, , ,5447,ROSA,881087.5,1000532
19-060952,2019-12,12/05/2019 20:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,8225,PENNSYLVANIA AVE,2, , ,8225,PENNSYLVANIA,887496.5,986765.7
20-000522,2019-12,12/05/2019 20:30,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,618,WASHINGTON AVE,35, , ,618,WASHINGTON,908893.6,1018450
19-060915,2019-12,12/05/2019 21:01,Y, , ,1, ,182260,3,DRUGS-POSSESSION/METHAMPHETAMINE,1924,WITHNELL AVE,22, , ,1941,UTAH,900481.9,1005607
19-060925,2019-12,12/05/2019 21:10,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,5827,S BROADWAY,1, , ,5827,BROADWAY,893444.3,992774.5
19-060920,2019-12,12/05/2019 21:10,Y, , ,1, , 36111,4,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1405,WASHINGTON AVE,36,KITCHEN 4 AM, ,1405,WASHINGTON,905963.8,1019364
19-060923,2019-12,12/05/2019 21:50,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1044,GOODFELLOW BLVD,48, , ,1044,GOODFELLOW,881449.8,1030004
19-060976,2019-12,12/05/2019 22:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4112,WESTMINSTER PL,38, , ,4112,WESTMINSTER,892922.9,1022865
19-060945,2019-12,12/05/2019 22:30,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5855,ITASKA ST,8, , ,5855,ITASKA,878881.6,1002128
19-060937,2019-12,12/05/2019 22:30,Y, , ,1, , 44022,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",4724,EICHELBERGER ST,6, , ,4724,EICHELBERGER,884030.2,1000149
19-060932,2019-12,12/05/2019 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2906,MOUNT PLEASANT ST,17, , ,2926,MOUNT PLEASANT,895359.6,997401.1
19-061053,2019-12,12/05/2019 23:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4373,GIBSON AVE,39, , ,4373,GIBSON,889680.1,1017950
19-060929,2019-12,12/05/2019 23:15,Y, , ,1, , 51330,6,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,3211,N TAYLOR AVE,56, , ,3211,TAYLOR,894002.9,1032376
19-060930,2019-12,12/05/2019 23:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MELVIN AVE / NEWBY ST,74, , , , ,895893.4,1052710
19-060934,2019-12,12/06/2019 00:01,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / SALISBURY ST,65, , , , ,906697.3,1030038
19-060948,2019-12,12/06/2019 01:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3455,MINNESOTA AVE,19, , ,3455,MINNESOTA,895881.6,1004834
19-060972,2019-12,12/06/2019 01:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,812,DICKSON ST,62, , ,812,DICKSON,909095.6,1021626
19-060936,2019-12,12/06/2019 01:00,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,1405,N 14TH ST,61,PRESEVATION SQUARE APARTMENTS, ,1511,OFALLON,906523.9,1021998
19-060938,2019-12,12/06/2019 01:30,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1417,PEABODY CT,33, ,APARTMENT,1417,PEABODY,904206.2,1013767
19-062192,2019-12,12/06/2019 01:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1417,PEABODY,33, , ,1430,CHOUTEAU,0,0
19-060935,2019-12,12/06/2019 01:40,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,S TUCKER BLVD,35, ,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
19-060939,2019-12,12/06/2019 03:12,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
19-060944,2019-12,12/06/2019 04:42,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3920,HAMPTON AVE,14,WALGREENS, ,3920,HAMPTON,879176.4,1005385
19-060940,2019-12,12/06/2019 04:50,Y, , ,1, , 51211,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,5520,GRACE AVE,3, , ,5520,GRACE,890386.1,996383.4
19-061186,2019-12,12/06/2019 06:45,Y, , ,1, , 51330,6,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,5712,GOODFELLOW BLVD,76, , ,5712,GOODFELLOW,889735.4,1047747
19-061105,2019-12,12/06/2019 07:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5473,RUSKIN AVE,71, , ,5473,RUSKIN,894814.8,1041427
19-060949,2019-12,12/06/2019 07:54,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35, , ,319,4TH,908625.1,1015638
19-060950,2019-12,12/06/2019 07:55,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35, ,ON STREET,319,4TH,908625.1,1015638
19-060988,2019-12,12/06/2019 08:00,Y, , ,1, , 38111,1,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4651,MINNESOTA AVE,17, , ,3144,CHIPPEWA,894636.6,997033.9
19-060961,2019-12,12/06/2019 08:15,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3427,S JEFFERSON AVE,19, ,@ SAVE-A-LOT,3426,JEFFERSON,898497.9,1004658
19-061061,2019-12,12/06/2019 08:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5555,LABADIE AVE,50, , ,5555,LABADIE,886388.1,1036095
19-063932,2019-12,12/06/2019 08:30,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,1616,S KINGSHIGHWAY BLVD,39,PLUMBERS SUPPLY,BUSINESS,1616,KINGSHIGHWAY,887284.6,1014586
19-060983,2019-12,12/06/2019 09:00,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,5100,MCREE AVE,12,GATEWAY HIGH SCHOOL,@GATEWAY HIGH SCHOOL,5100,MCREE,886463.5,1014986
19-062035,2019-12,12/06/2019 09:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4182,NEWPORT CT,5, , ,4182,NEWPORT,887645.9,1001201
19-062694,2019-12,12/06/2019 09:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,3745,CALIFORNIA AVE,19, , ,3745,CALIFORNIA,896895.7,1002786
19-061439,2019-12,12/06/2019 09:00,Y, , ,1, , 68701,4,LARCENY-FROM COIN MACH UNDER $500,210,S 10TH ST,35, , ,10,10TH,907231.4,1016587
19-060963,2019-12,12/06/2019 09:10,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,315,N 9TH ST,35,CULINARIA,ST LOUIS PARKING GARAGE, , ,907779.2,1018012
19-060971,2019-12,12/06/2019 09:26,Y, , ,1, ,112010,3,FRAUD-CREDIT DEVICE/OVER $150,3434,UTAH ST,25, ,#A,3434,UTAH,894491.8,1006213
19-061844,2019-12,12/06/2019 09:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,3125,CLAY AVE,56, , ,3125,CLAY,897563.3,1030194
19-060974,2019-12,12/06/2019 09:30,Y, , ,1, , 63701,5,LARCENY-SHOPLIFT UNDER $500,4218,LINDELL BLVD,38,WALGREENS, ,4218,LINDELL,891808.7,1022061
19-060996,2019-12,12/06/2019 09:39,Y, , ,1, ,250000,1,LOITERING-BEGGING,6400,S BROADWAY,1,SOUTHERN METALS PROCESSING,CARONDOLET NEIGHBORHOOD, , ,892231.2,991255.9
19-060977,2019-12,12/06/2019 09:52,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,BLASE AVE / HALL ST,74, , , , ,898179,1046847
19-061341,2019-12,12/06/2019 10:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,8562,LOWELL ST,74, , ,1772,PINE,897995.2,1051065
19-060986,2019-12,12/06/2019 10:43,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,319,S 4TH ST,35,TUMS, ,319,4TH,908625.1,1015638
19-060995,2019-12,12/06/2019 10:50,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,5100,MCREE AVE,12,GATEWAY HIGH SCHOOL,@GATEWAY HIGH SCHOOL,5100,MCREE,886463.5,1014986
19-060991,2019-12,12/06/2019 11:00,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,3420,N KINGSHIGHWAY BLVD,55, ,@CHURCHES CHICKEN - 3420 N KINGSHWY, , ,890775.1,1034694
19-061528,2019-12,12/06/2019 11:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4494,BESSIE AVE,69, , ,4494,BESSIE,895771.8,1035485
19-061354,2019-12,12/06/2019 11:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7027,GRAVOIS AVE,6, , ,7027,GRAVOIS,880770.3,995819
19-061002,2019-12,12/06/2019 11:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4514,MARGARETTA AVE,69, , ,4514,MARGARETTA,894850.4,1034081
19-061000,2019-12,12/06/2019 11:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4032,SCHILLER PL,5, , ,4032,SCHILLER,887918.9,998376.6
19-061453,2019-12,12/06/2019 12:00,Y, , ,1, , 51312,4,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1440,MONROE ST,63, , ,1440,MONROE,906707,1024441
