Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-055524,2019-11,11/04/2019 21:49,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / GENEVIEVE A,72, , , , ,893377.7,1043861
19-055571,2019-11,11/04/2019 21:50,Y, , ,1, , 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,3840,WASHINGTON AVE,77, ,@ A T I SCHOOL,3840,WASHINGTON,895408.2,1022421
19-055562,2019-11,11/04/2019 22:00,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4400,RICHARD PL,69, ,RESIDENCE,4400,RICHARD,895417.9,1036689
19-055616,2019-11,11/04/2019 22:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1017,DILLON CT,33, , ,1017,DILLON,904140.9,1014696
19-055597,2019-11,11/04/2019 22:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",4239,THOLOZAN AVE,15, , ,4239,THOLOZAN,888475.2,1004893
19-055533,2019-11,11/04/2019 22:20,Y, , ,1, , 91113,0,SIMPLE ASSAULT-ADULT/NO INJURY,6125,DR MARTIN LUTHER KING DR,0,WELLSTON LAUNDROMAT,ON THE PARKING LOT,6125,DR MARTIN LUTHER KING,881310.1,1034892
19-055548,2019-11,11/04/2019 22:20,Y, , ,1, , 52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3637,S KINGSHIGHWAY BLVD,14,DOLLAR TREE,DOLLAR TREE,3637,KINGSHIGHWAY,885275.2,1005019
19-055550,2019-11,11/04/2019 22:30,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1003,ANN AVE,21, , ,1003,ANN,903951.5,1009701
19-055569,2019-11,11/04/2019 22:30,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",1221,BELT AVE,48, , ,1221,BELT,883994.9,1029879
19-055674,2019-11,11/04/2019 22:33,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2521,FARRAR ST,65, , ,2521,FARRAR,903100.6,1029076
19-055531,2019-11,11/04/2019 22:37,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,I 55 NORTHBOUND / POTOMAC ST,18, ,ALIAS I 55 NB/POTOMAC, , ,901904.8,1003291
19-055530,2019-11,11/04/2019 22:41,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3751,MERAMEC ST,16, , ,3751,MERAMEC,892347.6,1001196
19-055532,2019-11,11/04/2019 22:45,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4700,KENSINGTON AVE,54, , ,2607,SOLWAY,890074.4,1026584
19-055529,2019-11,11/04/2019 22:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3650,LINDELL BLVD,37, ,@SLU - PIUS MEMORIAL LIBRARY,3650,LINDELL,895981.3,1020966
19-055527,2019-11,11/04/2019 22:50,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,601,CLARK AVE,35, ,@BALLPARK VILLAGE,601,CLARK,908223.8,1016086
19-055553,2019-11,11/04/2019 23:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,5438,N KINGSHIGHWAY BLVD,71, , ,5438,KINGSHIGHWAY,895100.2,1040315
19-055574,2019-11,11/04/2019 23:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3710,KOSCIUSKO ST,18, , ,3710,KOSCIUSKO,900691.8,1002387
19-055557,2019-11,11/04/2019 23:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8505,N BROADWAY,74, , ,8505,BROADWAY,897286.1,1050103
19-059303,2019-11,11/05/2018 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5696,KINGSBURY AVE,47, , ,5696,KINGSBURY,881679.2,1026089
19-056664,2019-11,11/05/2019 00:01,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1015,COLE ST,62, , ,1015,COLE,907914.5,1020355
19-055535,2019-11,11/05/2019 00:01,Y, , ,1, , 42013,5,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,4516,N MARKET ST,56, , ,4516,MARKET,892650.5,1029703
19-055535,2019-11,11/05/2019 00:01,Y, , ,1, , 42016,5,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,4516,N MARKET ST,56, , ,4516,MARKET,892650.5,1029703
19-055544,2019-11,11/05/2019 00:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,755,WALTON AVE,53, , ,751,WALTON,889399,1026618
19-055536,2019-11,11/05/2019 00:35,Y, , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4131,S GRAND BLVD,16, ,@PNC BANK, , ,893174.4,1000805
19-055540,2019-11,11/05/2019 00:48,Y, , ,1, , 32421,4,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,2800,STODDARD ST,59, , ,2800,STODDARD,901215.1,1022057
19-055602,2019-11,11/05/2019 00:50,Y, , ,1, , 52212,1,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4624,S KINGSHIGHWAY BLVD,5, , ,4624,KINGSHIGHWAY,884312.7,1002371
19-055542,2019-11,11/05/2019 00:51,Y, , ,1, , 69703,3,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2300,S JEFFERSON AVE,23,ALLEY, ,2303,SHENANDOAH,899622.3,1010145
19-055541,2019-11,11/05/2019 01:10,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / CHOUTEAU AVE,34, , , , ,907880.3,1013736
19-055543,2019-11,11/05/2019 01:19,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3291,S KINGSHIGHWAY BLVD,14,QUIK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605
19-055951,2019-11,11/05/2019 01:19,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3291,S KINGSHIGHWAY BLVD,14,QUIK TRIP, ,3291,KINGSHIGHWAY,885690.1,1007605
19-055538,2019-11,11/05/2019 01:20,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,5127,DELMAR BLVD,51, , ,5127,DELMAR,886397.9,1026484
19-055539,2019-11,11/05/2019 01:25,Y, , ,1, , 52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,3227,S KINGSHIGHWAY BLVD,14, , ,3227,KINGSHIGHWAY,885786.6,1008151
19-055546,2019-11,11/05/2019 01:45,Y, , ,1, , 38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,920,LAMI ST,21, , , , ,903786.4,1008784
19-055573,2019-11,11/05/2019 02:00,Y, , ,1, , 71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,5732,WELLS AVE,78, , ,5732,WELLS,883074.3,1032986
19-055545,2019-11,11/05/2019 02:30,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,4555,DURANT AVE,71, , ,4555,DURANT,892526.6,1039442
19-055719,2019-11,11/05/2019 03:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5041,RAY AVE,5, , ,5041,RAY,887730.6,999524.8
19-055547,2019-11,11/05/2019 03:28,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5117,WASHINGTON PL,38, , ,5093,WASHINGTON,886489.9,1026050
19-055585,2019-11,11/05/2019 04:58,Y, , ,1, , 52230,4,BURGLARY-BUSINESS/NIT/ATT FORCIBLE ENTRY,4038,N GRAND BLVD,67,DOLLAR GENERAL, ,4038,GRAND,901867.4,1030898
19-055556,2019-11,11/05/2019 06:15,Y, , ,1, , 51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,374,S GRAND BLVD,37,ICON STUDENT SPACES, ,374,GRAND,895980.2,1018849
19-055552,2019-11,11/05/2019 06:30,Y, , ,1, , 31421,2,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3660,VISTA AVE,29,GARAGE,@SLU - DOCTORS OFFICE BUILDING,3660,VISTA,894110.8,1015311
19-055559,2019-11,11/05/2019 06:30,Y, , ,1, , 41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1458,CASS AVE,61, , ,1458,CASS,906983.3,1022605
19-055636,2019-11,11/05/2019 07:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,8838,PARK LN,73, , ,8838,PARK,892908.1,1051003
19-055563,2019-11,11/05/2019 07:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,HIGHWAY 55 / MARKET ST,35, , , , ,0,0
19-055560,2019-11,11/05/2019 07:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CALVARY AVE / W FLORISSANT AVE,71, , , , ,894815,1041723
19-055561,2019-11,11/05/2019 07:53,Y, , ,1, ,182250,4,DRUGS-POSSESSION/COCAINE,630,S GRAND BLVD,37,METROLINK - GRAND STATION, ,3560,SCOTT,895888.5,1018160
19-055782,2019-11,11/05/2019 08:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3847,ASHLAND AVE,59, , ,3847,ASHLAND,899213.1,1029834
19-055583,2019-11,11/05/2019 08:22,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3501,HARPER ST,67, , ,3400,HARPER,901532.3,1029922
19-055684,2019-11,11/05/2019 08:30,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3844,CALIFORNIA AVE,16, ,APT 2F,3844,CALIFORNIA,896982,1002107
19-055676,2019-11,11/05/2019 09:00,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4405,ALASKA AVE,16, , ,4405,ALASKA,893626.4,999008.3
19-056125,2019-11,11/05/2019 09:00,Y, , ,1, , 51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3122,UTAH ST,30, , ,3122,UTAH,895901.1,1006030
19-055575,2019-11,11/05/2019 09:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,MCCAUSLAND AVE / PLATEAU AVE,43, , , , ,875178.6,1016099
19-055654,2019-11,11/05/2019 09:09,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3332,MICHIGAN AVE,30, , ,3332,MICHIGAN,895880,1005741
19-055580,2019-11,11/05/2019 09:10,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS, , ,893788.8,1005469
19-055608,2019-11,11/05/2019 09:26,Y, , ,1, , 10000,1,HOMICIDE,3711,MERAMEC ST,16, ,SECOND FLOOR,3711,MERAMEC,892725.6,1000926
19-055576,2019-11,11/05/2019 09:29,Y, , ,1, ,250000,4,LOITERING-BEGGING,801,N TUCKER BLVD,36, , ,801,TUCKER,906918.5,1019693
19-055594,2019-11,11/05/2019 09:30,Y, , ,1, ,183130,5,DRUGS-SALE/HEROIN,1324,BELT AVE,78, , ,4014,UNION,884344.3,1030586
19-055587,2019-11,11/05/2019 10:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4744,HIGHLAND AVE,55, , ,4744,HIGHLAND,891084.4,1031165
19-055586,2019-11,11/05/2019 10:00,Y, , ,1, ,250000,1,LOITERING-BEGGING,504,BATES ST,1, ,@BP GAS STATION,504,BATES,892637.8,994365.9
19-055640,2019-11,11/05/2019 10:30,Y, , ,1, , 43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,3703,MINNESOTA AVE,19, ,TOP FLOOR,3703,MINNESOTA,895651.6,1003398
19-055777,2019-11,11/05/2019 10:45,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,565,DE BALIVIERE AVE,47, , ,565,DE BALIVIERE,881697.6,1026399
19-055735,2019-11,11/05/2019 11:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,2810,N 9TH ST,64,DAYS INN HOTEL, ,2810,9TH,908176.4,1026937
19-058327,2019-11,11/05/2019 11:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1250,S 3RD ST,20, , ,1526,PINE,907790.2,1012551
19-055627,2019-11,11/05/2019 11:10,Y, , ,1, , 63601,1,"LARCENY-SHOPLIFT $500 - $24,999",5550,S GRAND BLVD,1, ,@WALGREENS - 5550 S GRAND,5550,GRAND,890701.1,995885.1
19-055621,2019-11,11/05/2019 11:15,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2727,WASHINGTON AVE,37, , ,2727,WASHINGTON,901108,1020551
19-055598,2019-11,11/05/2019 11:18,Y, , ,1, ,250000,6,LOITERING-BEGGING,0,N KINGSHIGHWAY BLVD / NATURAL,55, ,IN THE STREET IN FRONT OF 3524 N. KI, , ,891049,1035207
19-055600,2019-11,11/05/2019 11:30,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4305,VIRGINIA AVE,16, , ,4305,VIRGINIA,893976.6,999674.9
19-055776,2019-11,11/05/2019 11:30,Y, , ,1, , 41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3409,WINNEBAGO ST,19, ,RESIDENCE,3409,WINNEBAGO,894331.9,1003753
19-055603,2019-11,11/05/2019 12:05,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3411,WINNEBAGO ST,19, , ,3411,WINNEBAGO,894307.9,1003757
19-055605,2019-11,11/05/2019 12:12,Y, , ,1, ,250000,4,LOITERING-BEGGING,700,N 2ND ST,35, , ,700,2ND,910419.7,1018435
19-055611,2019-11,11/05/2019 12:40,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4429,KENNERLY AVE,57, , ,4449,KENNERLY,893715.7,1030363
19-055688,2019-11,11/05/2019 12:45,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,S 14TH ST / PAPIN ST,36, , , , ,904815.6,1014918
19-055663,2019-11,11/05/2019 13:30,Y, , ,1, , 51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3819,VIRGINIA AVE,16, , ,3819,VIRGINIA,894550.6,1002745
19-055626,2019-11,11/05/2019 13:50,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3844,W FLORISSANT AVE,67, , ,3800,FLORISSANT,901381.1,1033681
19-055721,2019-11,11/05/2019 14:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265
19-055630,2019-11,11/05/2019 14:13,Y, , ,1, ,250000,4,LOITERING-BEGGING,0,S 6TH ST / GRATIOT ST,35, , , , ,907754.8,1014446
19-055638,2019-11,11/05/2019 14:15,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3700,N MARKET ST,59, , , , ,898569,1026382
19-055644,2019-11,11/05/2019 14:40,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,4145,N GRAND BLVD,67, , , , ,902004.8,1031608
19-055797,2019-11,11/05/2019 14:45,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3300,HEREFORD ST,14, ,NEAR THE ALLEY,5049,FYLER,884505.8,1007483
19-055642,2019-11,11/05/2019 14:57,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,905,OLIVE ST,35,9TH ST GARAGE,9TH FLOOR STAIRWELL, , ,907715.6,1018136
19-058136,2019-11,11/05/2019 15:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,0,S GRAND BLVD / MERAMEC ST,16, , ,4130,GRAND,893412.4,1000448
19-055656,2019-11,11/05/2019 15:00,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,S 4TH ST / WALNUT ST,35,@PARKING GARAGE, , , ,908992.9,1016349
19-055651,2019-11,11/05/2019 15:04,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,ALFRED AVE / MAGNOLIA AVE,81, , , , ,887948.6,1010786
19-055652,2019-11,11/05/2019 15:05,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3501,KOSSUTH AVE,67, , ,3501,KOSSUTH,902100.7,1030971
19-055655,2019-11,11/05/2019 15:40,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1310,N 8TH ST,62, , ,703,OFALLON,909174.6,1021833
19-055664,2019-11,11/05/2019 15:50,Y, , ,1, , 43016,5,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,745,WALTON AVE,53, ,APT B,745,WALTON,889385.5,1026512
19-055661,2019-11,11/05/2019 16:28,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1464,COCHRAN PL,61, , ,1465,COCHRAN,906762.9,1022299
19-055667,2019-11,11/05/2019 16:50,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4310,ST FERDINAND AVE,57, ,@JAMES HOUSE, , ,894071.9,1029178
19-055667,2019-11,11/05/2019 16:50,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4310,ST FERDINAND AVE,57, ,@JAMES HOUSE, , ,894071.9,1029178
19-055659,2019-11,11/05/2019 16:55,Y, , ,1, , 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,0,FINNEY AVE / N SARAH ST,58, ,SCHOOL BUS, , ,894468.5,1025232
19-055821,2019-11,11/05/2019 17:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 17TH ST / LUCAS AVE,36, , , , ,904965.2,1019731
19-055736,2019-11,11/05/2019 17:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1000,SPRUCE ST,35, , ,1000,SPRUCE,906666.7,1015976
19-055878,2019-11,11/05/2019 17:00,Y, , ,1, , 52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,6100,EMMA AVE,76,VICTIM S BUILDING, ,6100,EMMA,889712.6,1046204
19-055675,2019-11,11/05/2019 17:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",731,HODIAMONT AVE,48,METROLINK, ,731,HODIAMONT,878834.8,1027680
19-055669,2019-11,11/05/2019 17:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / MADISON ST,63, ,ALIAS WB 70/MADISON, , ,908505,1024640
19-055682,2019-11,11/05/2019 17:09,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6016,GARESCHE AVE,76, , ,6016,GARESCHE,889766.1,1044966
19-055673,2019-11,11/05/2019 17:31,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
19-055747,2019-11,11/05/2019 17:45,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1515,LAFAYETTE AVE,33, , ,1515,LAFAYETTE,903528,1012566
19-055670,2019-11,11/05/2019 17:46,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,315,N 9TH ST,35, , ,315,9TH,907779.2,1018012
19-055811,2019-11,11/05/2019 18:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3211,S GRAND BLVD,15,ZEEBEE MARKET, ,3211,GRAND,893775.7,1007148
19-055678,2019-11,11/05/2019 18:03,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1476,HICKORY LN,33, , ,1476,HICKORY,903945.8,1013998
19-056362,2019-11,11/05/2019 18:12,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3232,S GRAND BLVD,25,FOUND BY THE POUND, ,919,JEFFERSON,893744.6,1006664
19-055681,2019-11,11/05/2019 18:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N TAYLOR AVE / WEST PINE BLVD,38, , , , ,889209.8,1022367
19-055969,2019-11,11/05/2019 18:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5386,UNION BLVD,71, , ,5386,UNION,893865.9,1041330
19-055795,2019-11,11/05/2019 19:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1141,BELT AVE,48, , ,1141,BELT,883994.9,1029879
19-055877,2019-11,11/05/2019 19:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N GRAND BLVD / PAGE BLVD,77,EBONY HOTEL, , , ,898094.5,1024134
19-055775,2019-11,11/05/2019 19:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3529,NEBRASKA AVE,19, , ,3529,NEBRASKA,896471.6,1004326
19-055701,2019-11,11/05/2019 19:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,ARSENAL ST / SUBLETTE AVE,13, , , , ,882674.4,1009664
19-055740,2019-11,11/05/2019 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4726,OLIVE ST,38, , ,4726,OLIVE,889075.6,1025440
19-055742,2019-11,11/05/2019 19:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,2964,MILTON BLVD,26, , ,2964,MILTON,896897.2,1010989
19-055689,2019-11,11/05/2019 19:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4923,SUBURBAN TRACKS ST,53, , ,4925,SUBURBAN TRACKS,888474.1,1027251
19-055689,2019-11,11/05/2019 19:00,Y, , ,1, , 91124,5,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",4923,SUBURBAN TRACKS ST,53, , ,4925,SUBURBAN TRACKS,888474.1,1027251
19-055694,2019-11,11/05/2019 19:15,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6568,SOUTHWEST AVE,11, , ,6568,SOUTHWEST,877235.2,1011849
19-055707,2019-11,11/05/2019 19:30,Y, , ,1, , 61601,4,"LARCENY-PICKPOCKET $500-$24,999",201,N 17TH ST,36,7-ELEVEN, , , ,904517.3,1018616
19-055687,2019-11,11/05/2019 19:43,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,915,PENDLETON AVE,58, , ,915,PENDLETON,892435.1,1025363
19-055691,2019-11,11/05/2019 19:53,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5551,DR MARTIN LUTHER KING DR,50, , ,5551,DR MARTIN LUTHER KING,884559.3,1032679
19-056151,2019-11,11/05/2019 19:55,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,6999,PENNSYLVANIA AVE,1, ,STREET, , ,890617.6,990082.8
19-055692,2019-11,11/05/2019 19:57,Y, , ,1, ,130000,2,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3237,S GRAND BLVD,15,PHILLIP 66,GAS STATION, , ,893577.8,1006688
19-055693,2019-11,11/05/2019 20:00,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,8822,RIVERVIEW BLVD,74, , ,8822,RIVERVIEW,894258.5,1050630
19-055785,2019-11,11/05/2019 20:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4320,MARYLAND AVE,38, , ,4320,MARYLAND,891393.3,1022752
19-055695,2019-11,11/05/2019 20:28,Y, , ,1, , 51211,2,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,4966,MARDEL AVE,14, , ,4956,MARDEL,884521.7,1004800
19-056207,2019-11,11/05/2019 21:15,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,0,RIDGEWOOD AVE,5, , ,0,RIDGEWOOD,885921.9,1003594
19-055709,2019-11,11/05/2019 21:15,Y, , ,1, , 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4635,RIDGEWOOD AVE,5, , ,4635,RIDGEWOOD,885236.3,1001889
19-055709,2019-11,11/05/2019 21:15,Y, , ,1, , 91303,1,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4635,RIDGEWOOD AVE,5, , ,4635,RIDGEWOOD,885236.3,1001889
19-055702,2019-11,11/05/2019 21:25,Y, , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,8960,RIVERVIEW BLVD,74, , ,8960,RIVERVIEW,894481.3,1051455
19-055700,2019-11,11/05/2019 21:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,3019,N TAYLOR AVE,56, , ,3019,TAYLOR,893684.4,1031823
19-055518,2019-11,11/05/2019 21:27,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",9170,RIVERVIEW DR,79, ,CITY STREET,9107,RIVERVIEW,899762,1054405
19-055710,2019-11,11/05/2019 21:30,Y, , ,1, , 91123,3,SIMPLE ASSAULT-CHILD/NO INJURY,3435,MAGNOLIA AVE,25, ,1ST FLOOR,3435,MAGNOLIA,895015.3,1009653
19-055699,2019-11,11/05/2019 21:39,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,3222,HAWTHORNE BLVD,26, , ,3222,HAWTHORNE,896010.9,1011000
19-055703,2019-11,11/05/2019 21:45,Y, , ,1, ,250000,4,LOITERING-BEGGING,1300,WASHINGTON AVE,36, , ,1320,WASHINGTON,906270.8,1019053
19-055705,2019-11,11/05/2019 21:50,Y, , ,1, ,250000,4,LOITERING-BEGGING,601,N TUCKER BLVD,35, ,STREET/SIDEWALK, , ,906851.2,1019079
19-055751,2019-11,11/05/2019 22:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N TUCKER BLVD / WASHINGTON AVE,35, , , , ,906851.2,1019079
19-055712,2019-11,11/05/2019 22:00,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,S BOYLE AVE / MANCHESTER AVE,39, , , , ,890408.5,1017367
19-055835,2019-11,11/05/2019 22:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4355,MARYLAND AVE,38, , ,4355,MARYLAND,891021.8,1023157
19-056135,2019-11,11/05/2019 22:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",1067,BADEN AVE,74, , ,1067,BADEN,895877.6,1047810
